"ISO3","Year","AgeLow","AgeUp","Sex","Deaths1","Rate1","Deaths2","Rate2"
"SRB",2003,5,9,"B",82,0.986829304518862,82,0.986829304518862
"SRB",2004,5,9,"B",74,0.93073580215854,74,0.93073580215854
"SRB",2005,5,9,"B",67,0.877979739218916,67,0.877979739218916
"SRB",2006,5,9,"B",61,0.829809913501368,61,0.829809913501368
"SRB",2007,5,9,"B",58,0.786623038232033,58,0.786623038232033
"SRB",2008,5,9,"B",56,0.748189046295658,56,0.748189046295658
"SRB",2009,5,9,"B",55,0.714520988101006,55,0.714520988101006
"SRB",2010,5,9,"B",53,0.684102742641283,53,0.684102742641283
"SRB",2011,5,9,"B",49,0.656962269089397,49,0.656962269089397
"SRB",2012,5,9,"B",45,0.632487903187848,45,0.632487903187848
"SRB",2013,5,9,"B",42,0.610540213660844,42,0.610540213660844
"SRB",2014,5,9,"B",40,0.590588689921191,40,0.590588689921191
"SRB",2015,5,9,"B",38,0.572183820644088,38,0.572183820644088
"SRB",2016,5,9,"B",38,0.555003946405084,38,0.555003946405084
"SRB",2017,5,9,"B",37,0.539556547149385,37,0.539556547149385
"SRB",2018,5,9,"B",37,0.525542745105877,37,0.525542745105877
"SRB",2019,5,9,"B",36,0.513201986254542,36,0.513201986254542
"SRB",2020,5,9,"B",36,0.501390788567911,36,0.501390788567911
"SRB",2021,5,9,"B",35,0.489918334409716,35,0.489918334409716
"SSD",2000,5,9,"B",5090,26.1447630270621,5090,26.1447630270621
"SSD",2001,5,9,"B",4986,24.7905194895473,4986,24.7905194895473
"SSD",2002,5,9,"B",4864,23.4831250247536,4864,23.4831250247536
"SSD",2003,5,9,"B",4732,22.2047292459121,4732,22.2047292459121
"SSD",2004,5,9,"B",4642,21.0000403480987,4642,21.0000403480987
"SSD",2005,5,9,"B",4593,19.8849612081892,4593,19.8849612081892
"SSD",2006,5,9,"B",4563,18.8612088373497,4563,18.8612088373497
"SSD",2007,5,9,"B",4547,17.892287541075,4547,17.892287541075
"SSD",2008,5,9,"B",4519,16.9523759222934,4519,16.9523759222934
"SSD",2009,5,9,"B",4454,16.1026617358679,4454,16.1026617358679
"SSD",2010,5,9,"B",4336,15.2825562569079,4336,15.2825562569079
"SSD",2011,5,9,"B",4234,14.5978319353691,4234,14.5978319353691
"SSD",2012,5,9,"B",4158,14.0849904940364,4158,14.0849904940364
"SSD",2013,5,9,"B",4164,13.81965502979,4164,13.81965502979
"SSD",2014,5,9,"B",4250,13.7466452530557,4250,13.7466452530557
"SSD",2015,5,9,"B",4344,13.7431887849999,4344,13.7431887849999
"SSD",2016,5,9,"B",4493,13.7431887849999,4493,13.7431887849999
"SSD",2017,5,9,"B",4626,13.7431887849999,4626,13.7431887849999
"SSD",2018,5,9,"B",4742,13.743188785,4742,13.743188785
"SSD",2019,5,9,"B",4852,13.7431887849999,4852,13.7431887849999
"SSD",2020,5,9,"B",4920,13.7431887849999,4920,13.7431887849999
"SSD",2021,5,9,"B",4899,13.7431887849999,4899,13.7431887849999
"STP",2000,5,9,"B",40,9.71403480531317,40,9.71403480531317
"STP",2001,5,9,"B",37,8.9871289508332,37,8.9871289508332
"STP",2002,5,9,"B",34,8.26070252887673,34,8.26070252887673
"STP",2003,5,9,"B",31,7.56494464328805,31,7.56494464328805
"STP",2004,5,9,"B",29,6.90035996868218,29,6.90035996868218
"STP",2005,5,9,"B",27,6.28033155747831,27,6.28033155747831
"STP",2006,5,9,"B",25,5.70700984927928,25,5.70700984927928
"STP",2007,5,9,"B",24,5.18099672012324,24,5.18099672012324
"STP",2008,5,9,"B",23,4.70613380004396,23,4.70613380004396
"STP",2009,5,9,"B",21,4.27377368902344,21,4.27377368902344
