"ISO3","Year","Sex","HIV"
"BOL",2007,"Female",2.31181318681319
"BOL",2008,"Female",2.28991596638655
"BOL",2009,"Female",3.02873563218391
"BOL",2010,"Female",3.0192023633678
"BOL",2011,"Female",3.75379939209726
"BOL",2012,"Female",4.46034214618974
"BOL",2013,"Female",3.67088607594937
"BOL",2014,"Female",3.59076433121019
"BOL",2015,"Female",3.52564102564103
"BOL",2016,"Female",2.75684380032206
"BOL",2017,"Female",2.67313915857605
"BOL",2018,"Female",2.62969004893964
"BOL",2019,"Female",1.94380165289256
"BOL",2020,"Female",1.92100840336134
"BOL",2021,"Female",1.90769230769231
"BRA",2000,"Female",35.4911937377691
"BRA",2001,"Female",34.3307163886163
"BRA",2002,"Female",34.1876606683805
"BRA",2003,"Female",34.8898678414097
"BRA",2004,"Female",35.5767195767196
"BRA",2005,"Female",36.7935390349969
"BRA",2006,"Female",39.9178082191781
"BRA",2007,"Female",41.5811709200086
"BRA",2008,"Female",43.6618705035971
"BRA",2009,"Female",46.4615725359911
"BRA",2010,"Female",48.732299393122
"BRA",2011,"Female",49.3177676537585
"BRA",2012,"Female",48.9746017086123
"BRA",2013,"Female",48.7704918032787
"BRA",2014,"Female",47.7504766444233
"BRA",2015,"Female",45.587518283764
"BRA",2016,"Female",40.5056405114064
"BRA",2017,"Female",36.5767441860465
"BRA",2018,"Female",33.1391257995736
"BRA",2019,"Female",31.6161671707451
"BRA",2020,"Female",29.2510650383414
"BRA",2021,"Female",28.7991779213153
"BRB",2000,"Female",0.074808
"BRB",2001,"Female",0.079992
"BRB",2002,"Female",0.083224
"BRB",2003,"Female",0.063456
"BRB",2004,"Female",0.027648
"BRB",2005,"Female",0.0214
"BRB",2006,"Female",0.021712
"BRB",2007,"Female",0.024336
"BRB",2008,"Female",0.025496
"BRB",2009,"Female",0.025672
"BRB",2010,"Female",0.028464
"BRB",2011,"Female",0.031616
"BRB",2012,"Female",0.02877
"BRB",2013,"Female",0.0395475
"BRB",2014,"Female",0.04212
"BRB",2015,"Female",0.05616
"BRB",2016,"Female",0.0578625
"BRB",2017,"Female",0.0693225
"BRB",2018,"Female",0.0640575
"BRB",2019,"Female",0.0671475
"BRB",2020,"Female",0.03733
"BRB",2021,"Female",0.039885
"BRN",2000,"Female",4.66666666666667e-05
"BRN",2001,"Female",0.000132222222222222
"BRN",2002,"Female",0.000266666666666667
"BRN",2003,"Female",0.0005175
"BRN",2004,"Female",0.00026
"BRN",2005,"Female",0.00022
"BRN",2006,"Female",0.000233333333333333
"BRN",2007,"Female",0.000283333333333333
"BRN",2008,"Female",0.000338888888888889
"BRN",2009,"Female",0.00035
"BRN",2010,"Female",0.000285
"BRN",2011,"Female",2e-04
"BRN",2012,"Female",0.000256
"BRN",2013,"Female",0.00034
"BRN",2014,"Female",0.00042
"BRN",2015,"Female",0.00052
"BRN",2016,"Female",0.00059
"BRN",2017,"Female",0.000503333333333333
"BRN",2018,"Female",0.000503333333333333
"BRN",2019,"Female",0.000596666666666667
"BRN",2020,"Female",0.000653333333333333
"BRN",2021,"Female",0.0004775
"BTN",2000,"Female",0.03688
"BTN",2001,"Female",0.0473790322580645
"BTN",2002,"Female",0.0586464406779661
"BTN",2003,"Female",0.0688673684210526
"BTN",2004,"Female",0.0783771428571429
"BTN",2005,"Female",0.0833454545454545
"BTN",2006,"Female",0.0834488888888889
"BTN",2007,"Female",0.0837907692307692
"BTN",2008,"Female",0.0882551020408163
"BTN",2009,"Female",0.0901223913043478
"BTN",2010,"Female",0.0934132558139535
"BTN",2011,"Female",0.10029
"BTN",2012,"Female",0.110815
"BTN",2013,"Female",0.110960294117647
"BTN",2014,"Female",0.12577125
"BTN",2015,"Female",0.143349677419355
"BTN",2016,"Female",0.143685
"BTN",2017,"Female",0.126775862068966
"BTN",2018,"Female",0.106671428571429
"BTN",2019,"Female",0.0976853846153846
"BTN",2020,"Female",0.0832944
"BTN",2021,"Female",0.070695
"BWA",2000,"Female",53.7723214285714
"BWA",2001,"Female",51.1071428571429
"BWA",2002,"Female",47.9279279279279
"BWA",2003,"Female",46.2139534883721
"BWA",2004,"Female",44.6567164179104
"BWA",2005,"Female",41.5901639344262
"BWA",2006,"Female",39.2142857142857
"BWA",2007,"Female",38.2641509433962
"BWA",2008,"Female",37.8181818181818
"BWA",2009,"Female",39.3377483443709
"BWA",2010,"Female",40.9271523178808
"BWA",2011,"Female",41.472972972973
"BWA",2012,"Female",42.6530612244898
"BWA",2013,"Female",44.4230769230769
"BWA",2014,"Female",42.4266666666667
"BWA",2015,"Female",41.5540540540541
"BWA",2016,"Female",41.5789473684211
"BWA",2017,"Female",40.8255033557047
"BWA",2018,"Female",40.1408450704225
"BWA",2019,"Female",39.3286713286713
"BWA",2020,"Female",35.3412698412698
"BWA",2021,"Female",33
"CAF",2000,"Female",56.0502857142857
"CAF",2001,"Female",56.0450054884742
"CAF",2002,"Female",57.5042553191489
"CAF",2003,"Female",61.5031446540881
"CAF",2004,"Female",65.9685863874346
"CAF",2005,"Female",73.0325972660358
"CAF",2006,"Female",78.0094936708861
"CAF",2007,"Female",82.0527426160338
"CAF",2008,"Female",81.7376705141658
"CAF",2009,"Female",76.7014613778706
"CAF",2010,"Female",82.6023084994753
"CAF",2011,"Female",88.8461538461538
"CAF",2012,"Female",96.7078891257996
"CAF",2013,"Female",95.0625
"CAF",2014,"Female",96.8533627342889
"CAF",2015,"Female",81.4834285714286
"CAF",2016,"Female",74.7431302270012
"CAF",2017,"Female",62.815365551425
"CAF",2018,"Female",57.2386363636364
"CAF",2019,"Female",53.9319041614124
"CAF",2020,"Female",45.2710163111669
"CAF",2021,"Female",39.3773349937734
"CAN",2000,"Female",1.05882352941176
"CAN",2001,"Female",1.03333333333333
"CAN",2002,"Female",0.873410034013606
"CAN",2003,"Female",0.687544344827586
"CAN",2004,"Female",0.656198257839721
"CAN",2005,"Female",0.649012887323944
"CAN",2006,"Female",0.639222170818505
"CAN",2007,"Female",0.639443620071685
"CAN",2008,"Female",0.656209057971014
"CAN",2009,"Female",0.61508021978022
